Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.1,C1E 700,1108,34,46,01/91 → 08/98
"1.2 (B/C/S572,B57N)",C3G 700/720,1239,40,55,01/91 → 08/98
1.2 (B/C57 5/357K/Y),E7F 700/708/750,1239,44,60,01/91 → 08/98
1.2 (B/C57 R/S),E7F 706,1171,40,55,01/91 → 08/98
1.2 (B/C57 5/357K/Y),D7F 730,1149,40,54,04/96 → 08/98
1.2 (B/C57 5/357K/Y),D7F 730,1149,43,58,04/96 → 09/98
"1.4 (B/C573,B/C57T)",E7J 756/757,1390,55,75,01/91 → 08/98
1.4,,1390,59,80,01/91 → 09/98
1.7,F3N 722,1721,68,92,01/91 → 08/98
1.8 (B/C57C/U),F3P 714,1794,65,88,01/91 → 08/98
1.8,,1794,70,95,01/91 → 08/98
"1.8 (B/C57C,B57U)",F3P 754,1783,66,90,08/94 → 08/98
1.8 16V (C57D),F7P 722,1764,100,137,01/91 → 08/98
1.8 RSi (B/C57),F3P 758,1783,79,107,08/94 → 08/98
1.8i (B/C57),F3P 712,1794,80,109,01/94 → 08/98
"1.9 D (B/C/S576,B/C/S5)",F8Q 732,1870,47,64,01/91 → 08/98
1.9 D,,1870,40,54,01/97 → 08/98
2.0 16V (B/C57),F7R 700,1998,108,147,01/94 → 08/98
