Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
SL 280 (R230.454),M 272.949,2996,170,231,03/08 → 04/09
SL 300 (R230.454),M 272.949,2996,170,231,03/09 → 03/12
SL 350 (R230.467),M 112.973,3724,180,245,11/02 → 02/06
SL 350 (R230.456),M 272.966,3498,200,272,03/06 → 04/08
SL 350 (R230.458),M 272.968,3498,232,316,03/08 → 03/12
SL 500 (R230.475),M 113.963,4966,225,306,09/01 → 02/06
SL 500 (R230.471),M 273.965,5461,285,387,03/06 → 03/12
SL 55 AMG (R230.474),M 113.992,5500,350,477,09/01 → 06/02
SL 55 AMG (R230.474),M 113.992,5500,368,500,06/02 → 02/06
SL 55 AMG (R230.472),M 113.995,5439,380,517,03/06 → 04/08
SL 600 (R230.476),M 275.951,5513,368,500,02/03 → 02/06
SL 600 (R230.477),M 275.954,5513,380,517,03/06 → 03/12
SL 63 AMG (R230.470),M 159.981,6208,386,525,03/08 → 03/12
SL 65 AMG (R230.479),M 275.981,5980,450,612,05/04 → 03/12
SL 65 AMG Black Series (R230.479),M 275.983,5980,493,670,07/08 → 01/12
