Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 TSI eHybrid (3H),DGEB,1395,115,156,11/20 →
1.5 TSI (3H),"DADA, DPCA",1498,110,150,11/17 →
2.0 TDI (3H),"DBGA, DFGA",1968,110,150,04/17 →
2.0 TDI,"DSRA, DSRB, DTSA, DTSB",1968,110,150,09/20 →
2.0 TDI (3H),CRGA,1968,130,177,11/17 → 07/20
2.0 TDI (3H),DFHA,1968,140,190,05/17 →
2.0 TDI,DTUA,1968,147,200,09/20 →
2.0 TDI (3H),CUAA,1968,176,240,04/17 → 07/20
2.0 TSI (3H),"CZPB, DKZA, DNNA, DUNA",1984,140,190,04/17 →
2.0 TSI (3H),"DLRB, DNUA",1984,200,272,09/18 →
2.0 TSI (3H),DJHC,1984,206,280,04/17 →
2.0 TSI R (3H),,1984,235,320,11/20 →
