Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (C23),GA16DE,1597,71,97,02/93 → 09/01
2.0 (C23),SR20DE,1998,93,126,11/92 → 09/01
2.0,,1998,106,145,09/99 → 07/16
2.0 D (C23),LD20,1952,49,67,11/92 → 09/01
2.3 D (C23),CD23,2283,55,75,01/95 → 09/01
2.5 D,,,110,150,09/99 → 09/05
