Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
209 CDI (906),OM 646 LA,2148,65,88,04/06 →
210 CDI (906),OM 651 LA,2143,70,95,05/09 → 06/16
211 CDI (906),OM 651 LA,2143,84,114,06/16 →
211 CDI (906),OM 646 LA,2148,80,109,04/06 → 12/09
213 CDI (906),"OM 646 LA , OM 651 LA",2148,95,129,04/06 → 06/16
214 CDI (906),OM 651 LA,2143,105,143,06/16 →
215 CDI (906),OM 646 LA,2148,110,150,04/06 → 12/09
216 (906),M 271.951,1796,115,156,09/08 → 05/16
216 CDI (906),OM 651 LA,2143,120,163,05/09 →
218 CDI V6 (906),OM 642 LA,2987,135,184,04/06 →
219 CDI V6 (906),OM 642 LA,2987,140,190,05/09 → 05/16
224 V6 (906),M 272 E35,3498,190,258,04/06 → 12/13
309 CDI (906),OM 646 LA,2148,65,88,04/06 →
310 CDI (906),OM 651 LA,2143,70,95,05/09 → 06/16
311 CDI (906),OM 651 LA,2143,84,114,06/16 →
311 CDI (906),OM 646 LA,2148,80,109,04/06 → 12/09
313 CDI (906),"OM 646 LA, OM 651 LA",2148,95,129,04/06 → 06/16
314 CDI (906),OM 651 LA,2143,105,143,06/16 →
315 CDI (906),OM 646 LA,2148,110,150,04/06 → 12/09
315 CDI (906),OM 651 LA,2143,110,150,06/13 →
316 CDI (906),OM 651 LA,2143,120,163,05/09 →
"316, 316 LGT/ NGT (906)",M 271.951,1796,115,156,05/08 →
318 CDI V6 (906),OM 642 LA,2987,135,184,04/06 → 12/09
319 CDI V6 (906),OM 642 LA,2987,140,190,05/09 →
324 V6 (906),M 272 E35,3498,190,258,04/06 → 12/13
410 CDI (906),OM 651 LA,2143,70,95,05/09 → 06/16
411 CDI,OM 651 LA,2143,85,116,05/12 →
411 CDI (906),OM 646 LA,2148,80,109,04/06 → 12/09
413 CDI (906),OM 651 LA,2143,95,129,05/09 → 06/16
414 CDI (906),OM 651 LA,2143,105,143,06/16 →
415 CDI (906),OM 646 LA,2148,110,150,04/06 → 12/09
416 CDI (906),OM 651 LA,2143,120,163,05/09 →
418 CDI V6 (906),OM 642 LA,2987,135,184,04/06 → 12/09
419 CDI V6 (906),OM 642 LA,2987,140,190,05/09 →
424 V6 (906),M 272 E35,3498,190,258,04/06 → 12/13
509 CDI (906),OM 646 LA,2148,65,88,04/06 → 12/09
510 CDI (906),OM 651 LA,2143,70,95,05/09 → 06/16
511 CDI (906),OM 651 LA,2143,84,114,06/16 →
511 CDI (906),OM 646 LA,2148,80,109,04/06 → 12/09
513 CDI (906),"OM 646 LA, OM 651 LA",2148,95,129,04/06 → 06/16
514 CDI (906),OM 651 LA,2143,105,143,06/16 →
515 CDI (906),OM 646 LA,2148,110,150,04/06 → 12/09
516 (906),M 271.951,1796,115,156,03/09 →
516 CDI (906),OM 651 LA,2143,120,163,05/09 →
"516, 516 LGT/ NGT (906)",M 271.951,1796,115,156,05/08 →
518 CDI V6 (906),OM 642 LA,2987,135,184,04/06 → 12/09
519 CDI V6 (906),OM 642 LA,2987,140,190,05/09 →
524 V6 (906),M 272 E35,3498,190,258,04/06 → 12/13
