Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 16V (220),RFV,1998,97,132,05/98 → 07/00
2.0 16V (220),EW10J4,1997,100,136,08/00 → 09/02
2.0 JTD (220),RHZ/RHW,1997,80,109,09/99 → 09/02
2.0 Turbo (220),RGX,1998,108,147,05/95 → 09/02
2.1 TD (220),P8C,2088,80,109,05/96 → 10/99
