Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,"Z16XER, A16XER",1598,85,115,02/08 → 11/14
1.6,"Z16XEP, Z16XE1",1598,77,105,07/05 → 01/08
1.6 CNG,Z16YNG,1598,69,94,07/05 →
1.6 CNG Turbo,"Z16XNT, A16XNT",1598,110,150,02/09 →
1.7 CDTi,"Z17DTR, A17DTR",1686,92,125,02/08 → 11/14
1.7 CDTi,"Z17DTJ, A17DTJ",1686,79,108,04/09 → 11/14
1.8,"Z18XER/XEP, A18XER",1796,103,140,07/05 → 11/14
1.8,A18XEL,1796,88,120,06/13 →
1.9 CDTI,Z19DTL,1910,74,100,07/05 →
1.9 CDTI,Z19DT/DTJ,1910,88,120,07/05 → 11/14
1.9 CDTI,Z19DTH,1910,110,150,07/05 → 11/14
2.0 Turbo,Z20LER,1998,147,200,07/05 → 11/14
2.0 Turbo VXR,Z20LE,1998,177,240,01/06 → 11/14
2.2 Direct,Z22YH,2198,110,150,07/05 → 11/14
