Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 (X760),,1999,147,200,03/15 →
2.0 (X760),,1999,177,241,03/15 →
2.0 (X760),PT204,1999,184,250,02/17 →
2.0 (X760),PT204,1999,221,300,06/17 →
2.0 D (X760),,1999,120,163,03/15 →
2.0 D (X760),,1999,132,180,03/15 →
2.0 D (X760),204DTA,1999,177,241,02/17 →
2.0 D200 MHEV,AJ21D4,1997,150,204,11/20 →
3.0 S (X760),,2995,250,340,03/15 →
3.0 S (X760),306PS,2995,280,381,02/17 →
3.0 S (X760),306PS,2995,279,379,08/17 →
5.0 (X760),,5000,441,600,03/18 →
