Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 PureTech 110 (B7),EP2DT,1199,81,110,08/14 →
"1.2 e-THP 130, PureTech 130 (B7)",EP2DTS,1199,96,131,08/14 →
1.4 VTi 95 (B7),EP3C,1397,70,95,10/10 →
1.6 (B7),TU5JP4,1587,81,110,01/10 →
1.6 BlueHDi 100 (B7),DV6FD,1560,73,99,11/14 →
1.6 BlueHDi 115 (B7),BHX (DV6FC),1560,85,116,08/14 →
1.6 BlueHDi 120 (B7),DV6FC,1560,88,120,11/14 →
1.6 HDi 110 (B7),DV6C,1560,82,112,10/10 →
1.6 HDi 90 (B7),DV6DTED,1560,68,92,10/10 →
1.6 THP 155 (B7),EP6CDT,1587,115,156,10/10 → 12/16
1.6 THP 160 (B7),EP6CDTMD,1587,120,163,02/12 →
1.6 VTi 120 (B7),"EP6C, EP6CG (Gas)",1587,88,120,10/10 → 12/16
2.0 BlueHDi 150 (B7),DW10FD,1997,110,150,11/14 →
2.0 HDi (B7),DW10CTED4,1997,110,150,10/10 →
2.0 HDi (B7),DW10CTED4,1997,120,163,10/10 → 08/13
