Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 16V,EBA,1798,110,150,07/06 → 12/09
2.0 16V,ECN,1998,115,156,07/06 →
2.0 CRD,ECD,1968,88,120,07/06 →
2.0 CRD,ECD,1968,103,140,07/06 →
2.2 CRD,ENE,,120,163,04/10 →
2.4 16V,ED3,2359,125,170,07/06 →
2.4 Turbo,ED4,2359,217,295,12/07 →
