Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 VTEC (FK6),,988,95,129,02/17 →
1.5 VTEC (FK7),L15B7,1498,134,182,02/17 →
1.6 i-DTEC (FK9),N16A1,1597,88,120,01/18 →
2.0 Type-R (FK8),,1996,235,320,07/17 →
2.0 Type-R (FK8),,1996,225,306,09/17 →
