Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
E 200 CDI (W211),OM 646.951,2148,90,122,09/02 → 07/06
E 200 CDI (W211),OM 611,2148,75,102,09/02 → 12/09
E 200 CDI (W/S211),OM 646.820,2148,100,136,06/06 → 12/09
E 200 CGI (W211),M 271,1796,125,170,02/03 → 12/09
E 200 Kompressor (W211),M 271.941,1796,120,163,10/02 → 07/06
E 200 Kompressor (W211),M 271,1796,135,184,06/06 → 12/09
E 200 NGT (W211),M 271.941,1796,120,163,03/04 → 12/09
E 220 CDI (W/S211),OM 646.961,2148,110,150,03/02 → 07/06
E 220 CDI (W/S211),OM 646.821,2148,125,170,06/06 → 12/09
E 230 (W/S211.032/252),M 272.922,2496,150,204,02/07 → 12/09
E 240 (W/S211),M 112.913/917,2597,130,177,03/02 → 06/05
E 270 CDI (W/S211),OM 647.961,2685,130,177,03/02 → 06/05
E 280 (W/S211),M 272.943,2996,170,231,05/05 → 12/09
E 280 CDI (W/S211),OM 648.961 (Euro4),3222,130,177,04/04 → 06/05
E 280 CDI V6 (W/S211),OM 642.920,2987,140,190,05/05 → 12/09
E 300 BLUETEC (W211.024),OM 642,2987,155,211,12/07 → 12/09
E 320 (W/S211),M 112.949/954,3199,165,224,03/02 → 01/05
E 320 BLUETEC (W211.024),OM 642,2987,155,211,10/06 → 09/07
E 320 BLUETEC (W211.024),OM 642,2987,165,224,10/07 → 12/09
E 320 CDI (W/S211),OM 648.961,3222,150,204,11/02 → 06/05
E 320 CDI V6 (W/S211),OM 642.920,2987,165,224,05/05 → 12/09
E 350 (W/S211),M 272.964/972,3498,200,272,12/04 → 12/09
E 350 CGI (W/S211.057/257),M 272.985,3498,215,292,12/07 → 12/09
E 400 CDI (W211),OM 628.961,3996,191,260,09/02 → 12/09
E 420 CDI (W211),OM 629.910,3996,231,314,09/05 → 12/09
E 500 (W/S211),M 113.969,4966,225,306,03/02 → 07/06
E 500 (W/S211),M 273,5461,285,388,06/06 → 12/09
E 55 AMG Kompressor (W211),M 113.990,5439,350,476,10/02 → 07/06
E 63 AMG (W/S211.077/277),M 156.983,6208,378,514,06/06 → 12/09
