Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
ZOE,5AM,,65,88,06/12 →
ZOE,,,43,58,04/13 →
ZOE (R75),,,57,75,12/17 →
ZOE,5AQ,,68,92,04/19 →
ZOE (R110),5AQ,,79,108,08/18 →
ZOE,5AQ,,100,136,10/19 →
