Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
GLA 180 (X156),M 270.910,1595,90,122,02/15 →
"GLA 180 CDI, GLA 180d (X156)",OM 607.951,1461,80,109,07/14 →
GLA 200 (X156),M 270.910,1595,115,156,09/13 →
GLA 200 (X156),M 270.910,1595,110,150,07/18 →
GLA 200 (X156),,1595,85,116,08/14 →
"GLA 200 CDI, GLA 200d (X156)",OM 651.930,2143,100,136,09/13 →
GLA 220 (X156),M 270.920,1991,135,184,02/17 →
"GLA 220 CDI (156.905, 156.903)",OM 651.930,2148,125,170,09/13 →
GLA 220d (X156),OM 651.930,2143,130,177,08/15 →
GLA 250 (X156),M 270.920,1991,155,211,03/14 →
GLA 250 (X156),M 270.920,1991,165,224,09/20 →
GLA 250 Flex (X156),M 270.920,1991,155,211,01/15 →
GLA 45 AMG (X156),M 133.980,1998,265,360,04/14 →
GLA 45 AMG (X156),M 133.980,1998,280,381,07/15 →
