Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 TFSI,"CABA, CDHA",1781,88,120,01/08 → 12/15
1.8 TFSI,"CABB, CDHB",1781,118,160,11/07 → 03/12
1.8 TFSI,CJEB,1781,125,170,01/12 → 12/15
2.0 TDI,"CAGC, CJCC",1968,88,120,06/08 → 12/15
2.0 TDI,"CAGB, CJCB, CSUB",1968,100,136,11/07 → 05/16
2.0 TDI,"CAGA, CAGB, CJCA, CMFA",1968,105,143,11/07 → 05/16
2.0 TDI,"CJCD, CMFB, CSUA",1968,110,150,05/13 → 05/16
2.0 TDI,"CGLD, CNHC, CAHB",1968,120,163,08/08 → 05/16
2.0 TDI,CAHA,1968,125,170,01/08 → 03/12
2.0 TDI,CGLC,1968,130,177,02/12 → 05/16
2.0 TDI,CNHA,1968,140,190,09/13 → 05/16
2.0 TFSI,"CAEA, CDNB, CFKA",1984,132,180,06/08 → 12/15
2.0 TFSI,"CAEB, CDNC, CPMA",1984,155,211,06/08 → 05/16
2.0 TFSI,"CAED, CPMB",1984,162,220,05/13 → 05/16
2.0 TFSI,CNCD,1984,165,224,05/13 → 05/16
2.7 TDI,"CAMB, CGKB",2698,120,163,11/07 → 03/12
2.7 TDI,"CAMA, CGKA",2698,140,190,11/07 → 03/12
3.0 TDI,CLAB,2967,150,204,02/12 → 12/15
3.0 TDI,CCWB,2967,155,211,06/08 → 03/12
3.0 TDI,"CAPA, CCLA, CCWA",2967,176,240,11/07 → 03/12
3.0 TDI,"CDUC, CKVB, CKVC",2967,180,245,02/12 → 05/16
3.0 TFSI,"CMUA, CRED",2995,200,272,02/12 → 12/15
3.0 TFSI (S4 quattro),"CAKA, CGWC, CGXC, CREC, CTUB",2995,245,333,12/08 → 12/15
3.2 FSI,CALA,3123,195,265,11/07 → 03/12
4.2 TFSI (RS4 quattro),CFSA,4163,331,450,09/12 → 08/15
