Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0,"ALD, ANV",999,37,50,08/99 → 02/02
1.0 16V,"AST, AVZ",999,51,70,08/99 → 05/02
1.4,AEX,1390,44,60,08/99 → 02/02
1.4 16V,"APE, AUA",1390,55,75,08/99 → 02/02
1.4 16V,AFH,1390,74,100,08/99 → 02/02
1.6,"AEE, ALM",1598,55,75,08/99 → 12/00
1.6 16V,"AEH, AKL, APF",1595,74,100,08/99 → 02/02
1.6 16V,"APF, AZD",1598,77,105,02/00 → 02/02
1.8 T 20V,"AQX, AYP",1781,115,156,08/99 → 02/02
1.8 T 20V Cupra R,AYP,1781,132,180,07/00 → 02/02
1.9 SDI,"AGP, AQM",1896,50,68,08/99 → 02/02
1.9 TDI,"AHU, ALH, ALK",1896,66,90,08/99 → 02/02
1.9 TDI,"ASK, ASV",1896,81,110,08/99 → 02/02
