Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,"BWA, CAEB",1984,177,241,07/08 →
2.0 GT,,1984,210,286,05/13 →
2.0 GT4,CDLA,1984,265,360,07/18 →
2.0 R,BWA,1984,200,272,07/10 →
2.0 R,"BHZ, CDLA",1984,220,299,07/10 →
2.0 RR,CDLA,1984,265,360,07/18 →
