Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.7 CRDi,,1700,100,136,04/12 →
2.0,,1999,125,170,03/12 →
2.0,,1998,204,277,03/12 →
2.0,,1999,110,150,08/10 → 12/15
2.0 CVVT,,1999,119,162,12/14 → 12/15
2.0 Hybrid,,1999,140,190,01/13 →
2.0 Hybrid,G4NE,1999,110,150,03/12 →
2.0 Hybrid,,1999,131,177,07/14 →
2.4,,2359,149,203,03/12 →
2.4,,2359,132,180,08/10 → 12/15
2.4 Hybrid,,2359,154,209,03/12 →
