Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.3 TD (L049G),4 D 55,2347,62,84,12/82 → 04/86
2.5 TD (L049G),4 D 56 T,2477,64,87,01/90 → 12/91
2.5 TD (L049G),4 D 56 T,2477,62,84,05/86 → 10/89
2.5 TD (L049G),4 D 56 T,2477,70,95,11/89 → 11/90
2.6 (L042G),4 G 54,2555,76,103,01/83 → 11/90
3.0 V6 (L141G/L146G),6 G 72,2995,104,141,11/88 → 11/90
