Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 16V,Z18XE,1796,90,122,04/03 → 10/09
1.8 16V,Z18XER,1796,103,140,10/05 → 10/09
1.9 CDTI,Z19DTH,1910,110,150,04/04 → 10/09
1.9 CDTI,Z19DT,1910,74,100,09/05 → 10/09
1.9 CDTI,Z19DT/DTJ,1910,88,120,04/04 → 10/09
2.0 DTI 16V,Y20DTH,1995,74,100,04/03 → 10/09
2.0 Turbo,Z20NET,1988,129,175,04/03 → 10/09
2.2 16V direct,Z22YH,2198,114,155,04/03 → 10/09
2.2 DTI 16V,Y22DTR,2171,92,125,04/03 → 10/09
2.8 V6 Turbo,Z28NEL,2792,169,230,09/05 → 10/09
2.8 V6 Turbo S,Z28NET,2792,184,250,11/05 → 10/09
3.0 V6 CDTI,Y30DT,2962,130,177,04/03 → 08/05
3.0 V6 CDTI,Z30DT,2962,135,184,09/05 → 10/09
3.2 V6,Y32SE,3175,155,211,04/03 → 10/09
