Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4,14 NV,1389,55,75,09/91 → 09/98
1.4i,C 14 NZ,1389,44,60,09/91 → 09/98
1.4i,C 14 SE,1389,60,82,03/92 → 03/01
1.4i 16V,X 14 XE,1389,66,90,02/96 → 03/01
1.6i,X 16 SZ,1598,52,71,07/94 → 09/98
1.6i,E16NZ/X16SRZ,1598,55,75,09/91 → 03/01
1.6i,C 16 SE,1598,74,100,03/92 → 09/98
1.6i 16V,X 16 XEL OHC,1598,74,101,01/94 → 09/98
1.7 D,17 DR,1686,42,57,12/91 → 09/98
1.7 D,17 DR,1700,44,60,07/92 → 09/98
1.7 TD,TC4EE1 Isuzu engine,1686,60,82,12/91 → 09/98
1.7 TD,X17DTL / D / DR GM Low-blow,1700,50,68,11/94 → 09/98
1.8i,C 18 NZ,1796,66,90,09/91 → 09/98
1.8i 16V,C 18 XEL,1796,85,115,09/94 → 03/01
1.8i 16V,C 18 XE,1796,92,125,09/94 → 09/98
2.0i,C 20 NE,1998,85,115,09/91 → 09/98
2.0i 16V,X 20 XEV,1998,100,136,02/95 → 09/98
2.0i 16V,C 20 XE,1998,110,150,09/91 → 09/98
