Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 16V,,1747,96,131,03/96 → 08/00
2.0 16V,836 A3.000,1995,102,139,03/94 → 08/96
2.0 16V Turbo,175 A1.000,1995,140,190,03/94 → 08/96
2.0 20V,182 A1.000,1998,108,147,08/96 → 04/98
2.0 20V,,1998,113,154,04/98 → 08/00
2.0 20V Turbo,175 A3.000,1998,162,220,08/96 → 08/00
