Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,"MCN.CC, MCY.NA",1984,174,237,03/14 → 09/18
2.0,"MCN.CC, MCY.NA",1984,185,252,10/15 →
2.0,,1984,180,245,10/18 →
2.0,MDM.TA,1984,195,265,07/21 →
2.9T GTS (95B),,2894,280,380,12/19 →
2.9T Turbo (95B),DGR;DGRC,2894,324,441,05/18 →
3.0 Diesel,MCT.BB,2967,155,211,03/14 → 09/18
3.0 GTS,MDC.NA,2997,265,360,10/15 → 09/18
3.0 S,DLZB,2995,260,354,07/18 →
3.0 S,MCT.MA,2997,250,340,03/14 → 09/18
3.0 S Diesel,MCD.UD,2967,180,250,03/14 →
3.0 S Diesel,MCT.BC,2967,184,250,03/14 → 09/18
3.0 S Diesel,MCT.BA,2967,190,258,03/14 → 09/18
3.6 Turbo,MCT.LA,3604,294,400,03/14 → 09/18
3.6 Turbo,MDH.KA (Perform. Kit),3604,324,440,09/16 →
