Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 16V (9KSF),AUA,1390,55,75,04/00 → 02/04
1.4i,AEX,1390,44,60,11/95 → 02/04
1.6i,1F/AEE,1595,55,75,11/95 → 10/00
1.7 D,AHB,1716,42,57,09/96 → 02/04
1.9 D/SDI,AEY/AQY/1Y,1896,47,64,11/95 → 02/04
1.9 TDI,AHU,1896,66,90,09/96 → 02/04
