Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2,12 S,1196,44,60,09/84 → 08/91
1.3,13 S,1297,55,75,09/84 → 08/91
1.3i (KAT),C 13 N,1297,44,60,09/85 → 08/91
1.4,14 NV,1389,55,75,01/90 → 08/91
1.4 Estate,14 NV,1389,55,75,01/89 → 08/91
1.5 TD Belmont,15 DT (T4EC1),1499,53,72,01/87 → 08/89
1.5 TD Belmont,15 DT (T4EC1),1499,49,67,01/88 → 08/90
1.6,16 SV,1598,60,82,09/84 → 08/91
1.6 D,16 DA,1598,40,54,09/84 → 12/89
1.6 D,16 DA,1598,40,54,09/85 → 08/91
1.6 S,16SH,1598,60,82,01/89 → 12/91
1.6 S,16SH,1598,66,90,09/84 → 08/86
1.6 i,C16LZ/NZ KAT.,1598,55,75,10/87 → 02/93
1.7 D,17 DR,1699,42,57,01/89 → 08/91
1.8,18 SE,1796,82,111,01/86 → 12/90
1.8 GTE,18 SE,1796,82,112,09/84 → 08/91
1.8 i,C 18 NE,1796,74,100,10/85 → 08/86
2.0 GTE,20 SEH,1984,95,129,09/86 → 08/91
2.0 GTE 16V,20 XE,1998,115,156,05/88 → 08/91
2.0 i,20 NE,1998,85,115,01/87 → 12/91
