Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
0.6,V06/630,652,25,34,09/78 → 06/88
0.6,,647,26,35,09/78 → 06/88
0.6,V06/665,652,24,33,07/82 → 03/91
0.9,,954,33,45,09/84 → 06/88
1.1 E,109 K,1124,35,48,09/78 → 06/88
1.1 E,109/5,1124,42,57,09/78 → 03/91
1.1 E,109/5F,1124,37,50,07/82 → 03/91
1.2 Super X II,129/5,1219,47,64,07/80 → 06/82
1.4,150D (XY7),1360,44,60,07/84 → 03/91
1.4 GT,,1360,55,75,03/82 → 03/87
1.4 GT,150B (XY8),1360,58,79,03/82 → 03/91
1.6 GTi,180A (XU5J),1580,76,103,01/85 → 06/86
1.6 GTi,B6D,1580,83,113,06/86 → 03/91
1.7 D,161A (XUD7),1757,44,60,04/84 → 03/91
