Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"350 CDI BlueTEC, 350d (166.823/824)",OM 642.826,2987,190,258,08/12 → 04/19
"350 CDI BlueTEC, 350d (166.823/824)",OM 642.826,2987,183,249,07/12 → 10/15
400 (166.856),M 276.821,2996,245,333,08/13 → 04/19
450 (166.872),M 278.928,4663,270,367,08/12 → 10/15
450 4MATIC (166.864),M 276.821,2999,270,367,06/16 → 04/19
500 (166.873),M 278.928,4663,300,408,07/14 → 10/15
500 (166.873),M 278.928,4663,335,455,10/15 → 04/19
500 4MATIC (166.871),M 278.912,3998,310,422,01/16 → 04/19
500 BlueEFFICIENCY (166.873),M 278.928,4663,320,435,08/12 → 10/15
63 AMG (166.874),M 157.982,5496,410,557,08/12 → 10/15
"63 AMG (166.874, 166.875)",M 157.982,5496,430,585,10/15 → 04/19
