Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 TFSI (F5),CVNA,1395,110,150,01/17 →
2.0 TDI (F5),"DESA, DETA",1968,140,190,10/16 →
2.0 TDI (F5),DEUB,1968,100,136,05/17 → 08/18
2.0 TDI 35 (F5),"CZHA, DEUA",1968,110,150,01/17 → 12/19
2.0 TFSI (F5),"CYRB, CYMC, DLHB",1984,185,252,11/16 → 02/20
2.0 TFSI (F5),CVKB,1984,140,190,09/16 → 12/19
2.0 TFSI (F5),CYRC,1984,183,249,06/16 →
2.0 TFSI Mild Hybrid (F5),"DLHB, DDWA",1984,185,252,05/17 →
2.0 TFSI g-tron (F5),CVLA,1984,125,170,02/17 →
2.9 TFSI RS5 (F5),DECA,2995,331,450,04/17 →
3.0 TDI (F5),CSWB,1968,160,218,11/16 → 08/18
3.0 TDI 50 (F5),DCPC,2967,210,286,09/16 →
3.0 TDI quattro (F5),CRTC,2967,200,272,02/17 → 12/17
3.0 TFSI S5 (F5),CWGD,2995,260,353,07/16 →
30 TDI Mild Hybrid (F5),DEZB,1968,100,136,10/19 →
35 TDI Mild Hybrid (F5),DEZE,1968,120,163,10/19 →
35 TFSI (F5),DLVB,1984,110,150,08/18 →
35 TFSI Mild Hybrid,DMSB,1984,110,150,05/20 →
40 TDI Mild Hybrid,DTPA,1968,150,204,09/20 →
40 TFSI (F5),"DKYA, DLVA",1984,140,190,07/18 →
40 TFSI Mild Hybrid,DMSA,1984,150,204,05/20 →
45 TDI (F5),DCPE,2967,170,231,07/18 →
45 TFSI (F5),DKNA,1984,180,245,07/18 → 02/20
45 TFSI Mild Hybrid (F5),,1984,195,265,05/20 →
50 TDI Mild Hybrid (F5),DMGA,2967,210,286,06/20 →
S5 TDI (F5),DEWB,2967,255,347,12/18 →
S5 TDI Mild Hybrid (F5),DMKC,2967,251,341,01/21 →
