Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 Diesel,,1998,110,150,09/09 → 12/14
2.0i,EJ204/FB20,1994,110,150,09/09 → 12/14
2.5 GT,EJ255,2457,195,265,07/10 → 12/14
2.5i,EJ253,2457,123,167,09/09 → 12/14
2.5i,FB25,2498,127,173,07/12 → 12/14
