Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
B 160 (246.242),M 270.910,1595,75,102,07/15 → 12/18
B 160 CDI BlueEFFICIENCY (246.211),OM 607.951,1461,66,90,08/13 → 12/18
B 180 BlueEFFICIENCY (246.242),M 270.910,1595,90,122,10/11 → 12/18
B 180 CDI 1.5 BlueEFFICIENCY (246.212),OM 607.951,1461,80,109,08/13 → 12/18
B 180 CDI 1.8 BlueEFFICIENCY (246.200),OM 651.901,1796,80,109,10/11 → 08/14
B 200 BlueEFFICIENCY (246.243),M 270.910,1595,115,156,10/11 → 12/18
B 200 CDI BlueEFFICIENCY (246.201/202/208),OM 651.901/ OM 651.930,1796,100,136,10/11 → 12/18
B 200 Natural Gas Drive (242.848),M 270.920,1991,115,156,11/12 → 12/17
B 220 4Matic (246.247),M 270.920,1991,135,184,08/13 → 12/18
B 220 CDI BlueEFFICIENCY (246.203),OM 651.930,2148,125,170,09/12 → 12/18
B 220 CDI BlueEFFICIENCY (246),OM 651.930,2148,130,177,10/14 → 12/18
B 250 BlueEFFICIENCY (246.244),M 270.920,1991,155,211,08/12 → 12/18
"Electric Drive, B 250e (242.980)",,,132,180,10/14 → 10/17
