Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 CDTi,M47,1951,96,131,02/03 → 07/05
2.5 V6,KV6,2498,140,190,10/01 → 07/05
4.6 V8,Ford V8,4601,191,260,09/03 → 07/05
