Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3 JTD,,1248,51,70,09/04 → 12/09
1.3 JTD,,1248,66,90,09/04 → 12/09
1.3 MJTD,,1248,70,95,01/10 → 09/12
1.4 16V,,1368,70,95,09/04 → 09/12
1.4 16V,,1368,66,90,09/04 → 09/12
1.4 8V,,1368,57,77,04/06 → 09/12
1.4 LPG,,1368,57,77,11/10 → 09/12
1.6 MJTD,,1598,88,120,06/08 → 12/09
1.9 JTD,,1910,74,100,09/04 → 05/08
