Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6i (GT3),FB16,1600,84,114,06/17 →
2.0i (GT7),FB20,1995,115,156,06/17 →
2.0i e-Boxer (GTE),FB20,1995,110,150,10/19 →
