Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,BFZ (XU5JP),1580,65,88,11/95 → 05/04
1.8,LFX (XU7JB),1761,66,90,05/97 → 12/00
1.8 16V,LFY (XU7JP4),1761,81,110,11/95 → 12/00
1.8 16V,EW7 J4,1761,85,116,11/00 → 10/04
1.8 BiFuel,EW7 J4,1761,85,116,09/00 → 05/04
1.9 D,DHW (XUD9SE),1905,55,75,10/96 → 10/04
1.9 DT/TD,DHX (XUD9TF),1905,66,90,01/96 → 10/04
1.9 DT/TD,DHY (XUD9TE),1905,68,92,01/96 → 05/04
2.0 16V,RFV (XU10J4R),1998,97,132,11/95 → 12/04
2.0 16V,RFR,1997,99,135,01/99 → 11/00
2.0 16V,RFN (EW10J4),1997,100,136,11/00 → 12/04
2.0 16V HPi,EW10D,1998,103,140,08/01 → 10/04
2.0 HDI 110,RHZ,1998,80,109,02/99 → 10/04
2.0 HDI 90,RHY (DW10TD),1997,66,90,02/99 → 10/04
2.0 Turbo,RGX (XU10J2TE),1998,108,147,04/96 → 10/04
2.1 DT/TD,P8C (XUD11BTE),2088,80,109,01/96 → 10/04
2.2 16V,EW12J4,2231,116,157,07/00 → 12/04
2.2 HDi 135,4HX (DW12TED4),2179,96,133,03/00 → 12/04
3.0,XFZ (ES9J4),2946,140,190,10/96 → 05/04
3.0 V6,ES9 J4S,2946,152,207,03/99 → 12/04
