Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.4 (M/T-RB20/26),22R,,,,04/82 → 03/93
3.4 D (K/N/U-BB),3B,,,,04/82 →
3.7 D (U-BB23/24),14B,,,,07/88 → 03/93
4.0 D (N-HB30/36),2H,,,,04/82 → 03/90
4.0 D Turbo (P-HB31/32),12HT,,,,09/85 → 03/90
4.2 D (U-HZB),1HZ,,,,01/90 → 10/03
4.2 D Turbo (U-HDB),1HD-T,,,,01/90 → 01/93
