Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.8 CRD,,2768,120,163,10/11 → 12/14
2.8 CRD,,2776,131,178,07/12 → 12/14
3.6 V6 LPG (MPV),ERB,3604,208,283,01/14 → 12/14
3.6 V6 VVT,,3604,208,283,10/11 → 12/14
