Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,128 AS.000,1281,55,75,01/73 → 12/79
1.3 (128AS),128AS.000,1281,54,73,10/75 → 06/78
1.5 Five Speed,138 BS.031,1465,56,76,06/85 → 12/89
1.5 Five Speed,138 AS.000,1465,63,86,11/78 → 12/89
