Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 T-GDI (CD),G3LC,998,74,101,09/19 →
1.0 T-GDI (CD),G3LC,998,88,120,03/18 →
1.0 T-GDI 100 Eco-Dynamics+ (CD),G3LF,998,74,101,01/21 →
1.0 T-GDI Eco-Dynamics+ (CD),G3LF,998,88,120,07/21 →
1.0 T-GDI MHEV (CD),"G3LE, G3LF",998,88,120,08/21 →
1.4 (CD),G4LC,1368,73,99,03/18 →
1.4 LPG (CD),G4LC,1368,71,97,12/18 →
1.4 T-GDI (CD),G4LD,1353,103,140,03/18 →
1.5 T-GDI (CD),G4LH,1482,117,159,01/21 →
1.5 T-GDI Eco-Dynamics+ (CD),G4LH,1482,117,159,01/21 →
1.6 (CD),G4FG,1591,94,128,03/18 →
1.6 CRDi 115 (CD),D4FE,1598,85,116,03/18 →
1.6 CRDi 115 Eco-Dynamic (CD),D4FE,1598,85,116,12/19 →
1.6 CRDi 136 (CD),D4FE,1598,100,136,03/18 →
1.6 CRDi 136 Eco-Dynamic (CD),D4FE,1598,100,136,12/19 →
1.6 GDI Hybrid (CD),G4LE,1580,104,141,12/19 →
1.6 T-GDI (CD),G4FJ,1591,150,204,10/18 →
