Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 LPG (HM),H4D,999,74,101,01/19 →
1.0 TCe 100 (HM),H4D,999,74,101,01/19 →
1.0 TCe 90 (HM),H4D,999,67,91,05/21 →
1.0 TCe LPG (HM),H4D,999,67,91,06/21 →
1.2 TCe 125 (HM),H5F,1197,92,125,01/18 →
1.3 TCe 130 (HM),H5H,1332,96,131,01/19 →
1.3 TCe 150 (HM),H5H,1332,110,150,01/19 →
1.5 Blue dCi 115 (HM),K9K,1461,85,116,09/18 →
1.5 Blue dCi 95 (HM),K9K,1461,70,95,09/18 →
1.5 dCi 110 (HM),K9K,1461,80,109,01/18 →
1.5 dCi 115 (HM),K9K,1461,84,114,01/22 →
1.5 dCi 90 (HM),K9K830,1461,66,90,01/18 →
1.6 SCe 115 (HM),H4M,1598,84,114,01/18 →
2.0 16V,F4R,1998,101,137,04/18 →
