Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (GU),LCK,1593,55,75,07/81 → 08/85
1.7,MY,1699,54,73,08/77 → 06/79
1.7 (GGTL/GGFL/GGNL),MWB,1699,51,69,12/74 → 08/77
1.7,TV 17 H,1699,55,75,03/72 → 02/75
1.7 (GNU),,1699,54,74,08/77 → 12/82
2.0,NY,1998,66,90,01/75 → 08/77
2.0,NYP,1998,66,90,08/77 → 08/85
2.0,NEP,1993,74,101,08/79 → 08/85
2.0,NEK,1993,77,105,08/81 → 08/85
2.0i (STH),,1998,92,125,05/89 → 02/92
2.1 D,WTA,2112,46,63,08/77 → 08/82
2.3,,2274,79,107,01/72 → 02/76
2.3,YYU,2294,82,112,06/81 → 08/85
2.3,YYP,2294,84,114,06/79 → 08/85
2.3,YYH,2294,79,107,01/75 → 06/79
2.5,,2520,92,125,01/72 → 02/76
2.5 D,STP,2499,51,69,08/82 → 08/85
2.8,PYA,2792,99,135,08/77 → 08/85
2.8,PYU,2792,97,132,06/81 → 08/85
2.8i,,2792,118,160,08/77 → 08/81
2.8i,PRD,2792,108,147,08/77 → 08/85
2.8i,PRC,2792,110,150,10/82 → 08/85
3.0,,2945,101,137,01/72 → 02/76
