Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2,12 N,1196,40,55,08/76 → 02/79
1.2 S,12 S,1196,44,60,09/75 → 02/79
1.3 N,13 N (44KW),1297,44,60,03/79 → 08/81
1.3 S,13 S (55KW),1297,55,75,08/79 → 08/81
1.6 N,16 N (44KW),1584,44,60,09/75 → 08/81
1.6 S,16 S (55KW),1584,55,75,09/75 → 08/81
1.9 N,19 N,1897,55,75,08/76 → 08/81
1.9 S,19 S,1897,66,90,09/75 → 08/81
2.0 D,20 D,1998,43,58,08/78 → 08/81
2.0 E,20 E,1979,81,110,08/79 → 08/81
2.0 N,20 N,1979,66,90,08/77 → 08/81
2.0 S,20 S,1979,74,100,08/77 → 08/81
2.4 400,24E,2410,106,144,07/80 → 08/81
