Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 16V,K4M-720,1598,79,107,11/97 → 03/01
1.8 (B56A/B),F3P 724,1794,66,90,11/93 → 08/98
1.8,F3P 678,1783,66,90,08/95 → 08/98
1.8,F3P 724,1783,69,94,08/95 → 08/98
1.8 16V,F4P-760,,88,120,09/98 → 03/01
1.9 dCi,F9Q-718,,79,107,11/99 → 03/01
1.9 dTi,F9Q-716,,74,100,09/98 → 03/01
2.0,F3R-722/723,1994,70,95,11/93 → 08/98
2.0,F3R-768/769,,85,115,09/98 → 03/01
2.0,F3R-750,1998,80,109,03/99 → 03/01
2.0 (B56C/H),F3R 723,1998,83,113,11/93 → 08/98
2.0,F3R-728/729,1998,84,114,08/95 → 08/98
2.0 16V,F4R-780,,103,140,09/99 → 03/01
2.0 16V,N7Q 704,1948,102,139,06/95 → 08/98
2.2 D (B56F),G8T 794,2188,61,83,08/94 → 08/98
2.2 D RT,G8T,2188,61,83,07/95 →
2.2 dT,G8T 760,2188,83,113,03/96 → 03/01
3.0 V6 (B56E/R),Z7X 765,2963,123,167,11/93 → 08/98
3.0 V6 24V,L7X-700/701,2946,140,190,03/97 → 08/98
3.0 V6 24V,L7X-700/701,2946,143,194,09/98 → 03/01
