Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 i.e.,AR 33501,1351,66,90,10/94 → 01/01
1.4 i.e. 16V,AR 33503,1370,76,103,12/96 → 01/01
1.6 i.e.,AR 33201,1596,76,103,10/94 → 01/01
1.6 i.e. 16V,AR 67601,1598,88,120,12/96 → 01/01
1.7 i.e. 16V,AR 33401,1712,95,129,10/94 → 01/01
1.7 i.e. 16V,AR 32201,1747,106,144,03/98 → 01/01
1.8 i.e. 16V,AR 38401/67106,1747,103,140,12/96 → 01/01
1.9 JTD,AR 32302,1910,77,105,02/99 → 01/01
1.9 TD,AR 33601,1929,66,90,10/94 → 01/01
2.0 16V,AR 32301,1970,114,155,03/98 → 01/01
2.0 T.S. 16V,AR 67204,1970,110,150,10/95 → 01/01
