Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0i,C 20 NE,1998,85,115,06/90 → 07/97
2.0i 16V,X 20 XEV,1998,100,136,06/90 → 07/97
2.0i 16V,C 20 XE,1998,110,150,06/90 → 02/94
2.0i 16V 4x4,C 20 XE,1998,110,150,06/90 → 02/94
2.0i 16V 4x4,X 20 XEV,1998,100,136,02/94 → 07/97
2.0i 4x4,C 20 NE,1998,85,115,06/90 → 07/97
2.0i Turbo 4x4,C 20 LET,1998,150,204,03/92 → 07/97
2.5i V6,C 25 XE,2498,125,170,04/93 → 07/97
