Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4 TSI,"CAXA, CMSB",1390,90,122,10/08 → 11/17
1.4 TSI,"CXSB, CZCA",1395,92,125,11/13 → 11/17
1.4 TSI,CZDA,1395,110,150,07/15 → 11/17
1.4 TSI,"CAVD, CNWA, CTHD, CTKA",1390,118,160,09/08 → 11/17
2.0 TDI,CFHB,1968,100,136,11/10 → 11/17
2.0 TDI,"CBDB, CFHC",1968,103,140,10/08 → 11/17
2.0 TDI,"CBBB, CFGB",1968,125,170,05/09 → 11/17
2.0 TDI,CFGC,1968,130,177,01/13 → 11/17
2.0 TDI,CUUB,1968,110,150,05/14 → 11/17
2.0 TDI,CUXA,1968,132,179,05/14 →
2.0 TDI,CUWA,1968,135,184,05/14 → 11/17
2.0 TFSI,CAWB,1984,147,200,09/08 → 11/09
2.0 TSI,CULA,1984,132,179,05/14 → 11/17
2.0 TSI / GTS,CULC,1984,162,220,05/14 → 11/17
2.0 TSI GTI,CCZB,1984,155,210,10/09 → 11/17
2.0 TSI R,CDLC,1984,188,256,11/09 → 11/17
2.0 TSI R,CDLA,1984,195,265,11/09 → 11/17
2.0 TSI R,CDLK,1984,206,280,05/14 → 11/17
