Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,,1995,88,120,03/87 → 12/93
2.0 12V,,1995,103,140,06/88 → 12/93
"2.0 TS,GTS (B297)",J6R 763,1981,74,101,04/84 → 12/92
2.0 Ti (B294),J7R 726,1995,99,135,06/89 → 12/92
2.1 Diesel (B 296),J8S 736,2068,51,69,06/89 → 12/92
2.1 GTD (B296),J8S 706,2053,46,63,04/84 → 12/92
"2.1 TD D,DX (B29W,B290)",J8S 738,2068,63,86,04/84 → 12/92
2.2 (B29E),J7T 731,2165,91,124,04/84 → 12/89
2.2 (B29),,2165,76,103,11/85 → 03/89
2.2 GTX (B29E),J7T 715,2150,89,121,04/84 → 04/88
"2.2 GTX,TX (B29B)",J7T 733,2165,79,108,09/86 → 12/92
2.4 V6 Turbo (B295),Z7U 702,2441,133,181,10/84 → 05/90
2.5 V6 Turbo (B29G),Z7U 700,2458,151,205,01/90 → 12/92
2.6i V6 (B298),Z7V 711,2645,104,141,04/84 → 08/89
2.9 V6 (B293),Z7W 700,2849,115,156,06/87 → 02/90
2.9i V6 (B29A),Z7W 702,2829,100,136,09/86 → 06/87
2.9i V6 (B29F),Z7W 709,2849,110,150,09/87 → 12/92
