Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
3.0 HPI 4x4,F1C,2998,107,146,05/08 → 02/11
3.0 HPT 4x4,F1C,2998,130,176,05/08 → 02/11
