Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 16V 80,182B2.000,1242,60,82,12/98 → 12/00
1.2 16V 80,188A5.000,1242,59,80,10/00 → 12/01
1.4 S (BG),182 A5.000,1370,55,75,10/95 → 12/01
"1.4 S,SX (BA)",,1370,59,80,10/95 → 12/01
1.6 16V 100 (BB),182 A4.000,1581,76,103,02/96 → 12/01
1.6 EL (BH),182 A6.000,1581,66,90,10/95 → 12/01
1.8 GT 16V ELX (BC),182 A2.000,1747,83,113,10/95 → 12/01
1.9 D,160A7.000,1929,48,65,10/95 → 12/01
1.9 JTD 100,182B9.000,1910,74,100,10/00 → 12/01
1.9 JTD 105,182B4.000,1910,77,105,04/99 → 12/00
1.9 TD 100 S (BF),182 A7.000,1910,74,101,03/96 → 12/01
1.9 TD 75 S (BF),182 A8.000,1910,55,75,03/96 → 12/01
2.0 20V (182),182 B7.000,1998,108,147,12/98 → 12/01
