Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.4,,1349,62,85,10/03 → 06/09
1.4,,1388,59,80,01/04 → 06/09
1.6,,1598,77,105,10/03 → 06/09
1.6 CD Turbodiesel,,1560,80,109,06/04 → 06/09
2.0,,1999,110,150,10/03 → 06/09
2.0 CD,,1998,105,143,04/07 → 06/09
2.3 DISI Turbo MPS,,2261,191,260,01/07 → 06/09
