Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 (920),AR30102,1186,46,63,03/83 → 12/86
"1.2 (AB,AC)",AR 30500,1186,50,68,01/85 → 12/86
"1.2 (A,AA)",AR 31000,1186,44,60,01/85 → 12/86
1.3,,1351,58,79,01/85 → 12/86
1.3 Ti (A1B),AR 31010,1351,63,86,01/85 → 12/86
1.5,AR 30124,1490,70,95,01/85 → 12/86
