Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
414,14 K2F,1396,55,75,03/96 → 12/97
414 1.4 i,K16,1396,70,96,05/95 →
414 1.4 i 16V,K16,1396,76,103,05/95 → 03/00
416 1.6 i 16V,DOHC 16V,1589,82,111,05/95 → 03/00
416 1.6 i 16V Automatic,D16A (Honda),1590,83,112,05/95 → 03/00
418 1.8i,18 K4K(VVC),1795,107,146,06/96 → 11/98
420 2.0 D,TDI 16,1994,63,86,10/95 → 03/00
420 2.0 D Intercooler,TDI 16 IC,1994,77,105,10/95 → 03/00
420 2.0 Si Lux,20 T4H,1994,100,136,12/95 → 03/00
420 2.0 i 16V,M16 16V,1994,100,136,05/95 →
