Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
E 200 (W/S/R/C124),M 111.940,1998,100,136,06/93 → 07/97
E 200 D (W124),OM 601.912,1997,55,75,06/93 → 06/95
E 220 (W/S/R/C124),M 111.960,2199,110,150,06/93 → 07/97
E 250 D (W/S124),OM 605.911,2497,83,113,06/93 → 07/96
E 250 TD (W124),OM 602.962,2497,93,126,06/93 → 06/95
E 280 (W/S124),M 104.942,2799,145,197,06/93 → 07/96
E 280 (W/S124),M 104.942,2799,142,193,06/93 → 07/96
E 300 4-Matic (W/S124),M 103.985,2960,132,180,06/93 → 06/95
E 300 D (W/S124),OM 606.910,2996,100,136,06/93 → 07/96
E 300 TD / E 300 TD 4-Matic (W/S124),OM 603.960,2996,108,147,06/93 → 07/96
E 320 (W/S/R/C124),M 104.995,3199,162,220,06/93 → 07/97
E 36 AMG (W/S/R/C124),M 104.992 (AMG 3.6),3606,200,272,05/94 → 09/97
E 420 (W124),M 119.975,4196,205,279,06/93 → 06/95
E 500 (W124),M 119.974,4973,235,320,06/93 → 06/95
E 60 AMG (W124.036),M 119,5956,280,381,05/94 → 06/95
