Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,"AHL, ANA",1595,74,101,10/96 → 12/00
1.8,ADR/APT/APW/ARG,1781,92,125,10/96 → 12/00
1.8,AFY,1781,85,115,01/97 → 11/00
1.8 T,"AEB, ANB, APU",1781,110,150,10/96 → 12/00
1.9 TDI,"AHH, AHU",1896,66,90,10/96 → 12/00
1.9 TDI,"AFN, AVG",1896,81,110,10/96 → 12/00
1.9 TDI,"AJM, ATJ",1896,85,115,08/98 → 12/00
2.0,"AUZ, AVA",1984,88,120,01/00 → 11/00
2.3 VR5,AGZ,2327,110,150,10/96 → 12/00
2.5 TDI V6,AFB,2496,110,150,11/98 → 12/00
2.8 V6,"ACK,ALG,APR,AQD,ATX,BBG",2771,142,193,10/96 → 12/00
2.8 V6,AGE,2771,132,180,05/97 → 09/99
