Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
"1.6 (R55, R56, R57, R60)",N12B16A,1598,88,120,11/06 → 06/15
"1.6 (R55, R56, R57, R58, R59, R60, R61)",N16B16A,1598,90,122,03/10 → 10/16
"1.6 All4 (R60, R61)",N18 B16 A,1598,90,122,11/12 → 10/16
"1.6 Diesel (R55, R56)",9HZ,1560,80,109,04/07 → 08/10
"1.6 Diesel (R55, R56, R57, R60, R61)",N47C16A,1598,82,112,09/10 → 10/16
"1.6 John Cooper Works (R55, R56, R57, R58, R59, R60)","N14B16, N18B16",1598,155,211,05/08 → 10/16
"1.6 John Cooper Works (R55, R56, R57, R58, R59, R60)","N14B16, N18B16",1598,160,218,07/07 → 10/16
"1.6 S Turbo (R55, R56, R57, R58, R59, R60)",N18B16A,1598,147,200,03/10 → 10/16
"1.6 S Turbo (R55, R56, R57, R58, R59, R60, R61)","N14 B16, N18 B16",1598,120,163,03/10 → 10/16
"1.6 S Turbo (R55, R56, R57, R60)","N14B16A, N14B16AB",1598,141,192,11/06 → 07/10
"1.6 S Turbo (R55, R56, R57, R58, R59, R60, R61)",N18B16A,1598,135,184,03/10 → 10/16
"1.6 S Turbo (R60, R61)",N18 B16 A,1598,140,190,07/14 → 10/16
"1.6 S Turbo (R55, R56, R57, R60)",N14B16A,1598,128,175,11/06 → 07/10
"2.0 D Diesel (R55, R56, R57, R60, R61)",N47C20A,1995,82,112,03/11 → 10/16
"2.0 SD Diesel (R55, R56, R57, R58, R59, R60)",N47C20A,1995,100,136,03/11 → 10/16
"2.0 SD Diesel (R55, R56, R57, R58, R59, R60, R61)",N47C20A,1995,105,143,03/11 → 10/16
