Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 (11),4ZB1,1817,56,76,06/83 → 02/86
2.0 (12),4ZC1,1994,62,84,02/86 →
2.0 Diesel (51),4FC1D,1995,40,60,04/83 → 06/85
2.0 Diesel Turbo (51),4FC1T,1995,52,77,05/86 →
2.2 Diesel (53),4FD1,2189,45,67,02/83 →
2.4 D,4FG1,2400,,,04/91 →
