Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 (718 / 982),MDD.PA,1988,184,250,03/16 →
2.0 (718 / 982),"MDD.PB, DNYA, DPGB",1988,220,300,03/16 →
2.0 T (718),"MDD.PB, DDP",1988,220,300,02/19 →
2.5 (718 / 982),MDD.NC,2497,257,350,03/16 →
2.5 (986),M 96.20,2480,150,204,09/96 → 09/99
2.5 GTS (718 / 982),MDD.NC,2497,269,365,11/17 →
2.7 (986),M 96.22,2687,162,220,08/99 → 09/02
2.7 (986),M 96.23,2687,168,228,07/02 → 01/05
2.7 (987),M 96.25,2687,176,240,11/04 → 09/06
2.7 (987),M 97.20,2687,180,245,08/06 → 02/09
2.7 (981),MA1.22,2706,195,265,02/12 →
2.7 (981),MA1.22,2706,155,211,04/12 →
2.9 (987),MA1.20,2893,188,255,02/09 → 01/12
2.9 (987),MA1.20,2893,155,211,02/09 → 03/12
3.2 S (986),M 96.21,3179,185,252,08/99 → 09/02
3.2 S (986),M 96.24,3179,191,260,07/02 → 01/05
3.2 S (986),M 96.24S,3179,196,266,03/04 → 11/04
3.2 S (987),M 96.26,3179,206,280,11/04 → 09/06
3.4 GTS (981),MA1.23,3436,243,330,04/14 →
3.4 S (987),M 97.21,3387,217,295,08/06 → 02/09
3.4 S (987),MA1.21,3436,228,310,02/09 → 01/12
3.4 S (981),MA1.23,3436,232,315,02/12 →
3.4 S Edition (987),M 97.21,3387,223,303,09/08 → 02/09
3.4 S Black Edition (987),MA1.21,3436,235,320,03/11 → 01/12
3.4L,M97.22,3387,223,303,09/07 → 12/08
"3.8 (981, 98G, A8G)",MDB.XA/XB,3800,276,375,07/15 →
4.0 GT4 (982),DKDA,3995,309,420,07/19 →
GTS 4.0 (718 / 982),"DKDC, DKDD",3995,294,400,01/19 →
