Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.1 60,"146 A 6.000, 146 A4.048",1108,43,58,01/87 → 07/96
1.3 70,146 A 5.000,1301,49,67,01/87 → 12/91
1.7 DS 60 (Diesel),149 B 3.000,1698,44,60,01/87 → 12/91
