Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 HDi (3131),DW10TD,1997,66,90,04/04 → 04/07
2.4 (3131),4G64-S4M,2351,96,131,04/04 → 04/07
2.7 (3131),ZMZ-409.10,2693,105,143,04/04 → 01/07
3.0 (3131),BN6V87QE,2960,118,160,01/04 → 04/07
