Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,A Plus,1275,51,69,09/90 → 01/95
1.3 (XC),12 HC32,1256,46,63,03/83 → 08/85
1.3 LS (XC),12 H,1256,49,67,03/83 → 08/88
1.6,S-Series 16,1576,,,05/84 → 04/92
1.6 (XC),R-Series 16,1576,,,03/83 → 04/84
1.6 MG (XC),R-Series 16,1576,,,03/83 → 04/84
1.6 MG (XC),S-Series 16,1576,,,04/84 → 08/88
1.6 Maiffair HLS,16 HC37,1576,61,83,03/83 → 08/90
2.0 Diesel,Prima 65,1994,46,63,09/88 → 10/92
2.0 Diesel,Prima 65,1994,44,60,09/90 → 10/92
2.0 EFI (XC),20 HC51AA,1982,83,113,10/84 → 08/88
2.0 EFI (MG),O-Series,1994,,,10/84 → 01/91
2.0 EFI Turbo (MG),O-Series,1994,,,01/89 → 01/91
2.0 Turbodiesel,Prima 80T,1994,60,82,07/89 → 01/95
