Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 12V,Z10XEP/A10XEP,998,48,65,06/10 → 08/14
1.0 12V,Z10XEP,998,44,60,09/06 → 08/14
1.2 16V,A12XER,1229,63,85,01/10 → 08/14
1.2 16V,Z12XEP,1229,59,80,09/06 → 08/14
1.2 16V,A12XEL,1229,51,70,01/10 → 08/14
1.3 CDTI,"A13DTC, Z13DTJ",1248,55,75,09/06 → 08/14
1.3 CDTI,Z13DTH,1248,66,90,09/06 → 08/14
1.3 CDTi,"A13DTE, A13DTR, Z13DTE",1248,70,95,01/10 → 08/14
1.4 16V,A14XEL,1364,64,87,01/10 →
1.4 16V,A14XER,1364,74,100,01/10 → 08/14
1.4 16V,Z14XEP,1364,66,90,07/06 → 05/10
1.4 16V Turbo,A14NEL,1364,88,120,07/12 → 08/14
1.6 16V Turbo,Z16LEL,1598,110,150,10/07 → 06/10
1.6 16V Turbo,Z16LER,1598,141,192,04/07 → 08/14
1.6 16V Turbo,"Z16LES, A16LES",1598,155,211,06/11 → 03/12
1.6 16V Turbo VXR,Z16LES,1598,150,204,06/11 → 03/12
1.7 CDTI,A17DTS,1686,96,131,03/10 → 08/14
1.7 CDTI,Z17DTR,1686,92,125,11/06 → 08/14
