Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 (SE416/TA01),G16A,1589,55,75,01/88 → 01/95
1.6 (TA),G16A,1589,59,80,09/91 → 01/95
1.6 (ET),G16A,1589,60,82,07/88 → 12/91
1.6 Cabrio (ET),G16A,1589,59,80,06/91 → 01/95
1.6i (ET),G16B,1589,71,97,09/91 → 12/94
1.6i (ET),G16B,1589,59,80,03/94 → 03/99
1.6i Cabrio (ET),G16B,1589,71,97,09/91 → 03/98
1.6i Cabrio (ET),G16B,1589,59,80,03/94 → 01/95
1.9 D (ET),XUD 9A,1905,50,68,01/95 → 03/99
1.9 D (ET),XUD 9A,1905,55,75,08/96 → 03/99
2.0 16V (ET),J20A,1995,97,132,12/96 → 03/99
2.0 HDI (ET),Peugeot DW10TD,1997,66,90,09/01 →
2.0 HDI (ET),Peugeot DW10TD,1997,64,87,09/01 → 12/05
2.0 TD (ET),RF,1998,52,71,11/95 → 03/99
2.0 TDI (ET),RF,1998,64,87,12/95 → 03/99
2.0 V6 (ET/TA/TD),H20A,1998,100,136,03/95 → 03/99
2.5 V6 24V (ET),H25A,2495,118,160,12/95 → 12/02
