Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 16V (916S),AR 32201,1747,106,144,05/98 → 12/00
2.0 16V JTS (916S),,1970,121,165,04/03 → 12/04
2.0 TS 16V (916S),AR 32310,1970,110,150,08/00 → 12/04
2.0 TS 16V (916S),AR 32301,1970,114,155,05/98 → 11/00
2.0 TS 16V (916S),AR 16201,1970,110,150,06/95 → 05/98
2.0 V6 Turbo (916S),AR 16202,1996,148,200,05/98 → 09/00
3.0 V6 (916S),AR 16105,2959,160,218,10/00 → 06/03
3.0 V6 (916S),AR 16101,2959,141,192,06/95 → 11/00
3.0 V6 24V (916S),AR 16102,2959,162,220,01/99 → 10/00
3.2 V6 24V (916S),,3179,176,240,04/03 → 12/04
