Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 GDI,4G93(GDI),1834,96,131,06/98 → 04/00
2.4,4 G 64,2351,82,112,04/91 → 04/00
2.5 TD (V24C/V24W),4 D 56 TD,2477,73,99,12/90 → 04/00
2.6L,4G54,2555,76,103,03/91 → 01/97
2.8 TD (V46W),4 M 40,2835,92,125,06/94 → 04/00
3.0 V6 (V23W/V43W/V23C),6 G 72,2972,110,150,12/90 → 12/95
3.0 V6 24V,6G72 (SOHC 24V),2972,133,181,06/94 → 05/97
3.0 V6 24V,6G72,2972,130,177,06/97 → 04/00
3.2 DiD,4M41,3200,121,165,04/00 → 09/07
3.5 V6 24V (V25W/V45W),6G74,3497,153,208,06/94 → 04/00
3.5 V6 24V (V45W),6G74,3497,143,194,07/97 → 04/00
