Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 (156),,1049,41,56,03/85 → 07/89
1.0,156A2.000,999,33,45,03/85 → 06/89
1.0 Fire,156 A2.246,986,33,45,12/87 → 02/92
1.0 Fire,156 A 2.100,986,32,44,06/85 → 06/91
1.0 Fire,,999,37,50,03/85 → 02/90
1.0 Turbo,156 A 1.000,1036,62,84,03/85 → 02/89
1.1,156A2000,999,33,45,03/85 → 10/95
1.1,156C.000,1108,42,57,06/89 → 10/95
1.1 4WD,156 C.046,1108,40,54,01/95 → 12/95
1.1 Avenue,156 C.046,1108,40,54,01/95 → 12/95
1.1 Fire,156 C.046,1108,37,50,07/89 → 03/93
1.1 i.e. Cat,156 C.046,1108,42,57,09/90 → 10/95
1.1 i.e. Fire 4WD,156 C.046,1108,37,50,09/92 → 12/95
1.3 i.e. Fire,146 A 5.046,1288,53,72,11/87 → 12/95
1.3 i.e. Fire,,1301,56,76,11/87 → 05/93
